mtime,A,B,C,D,E,F,G,H,I,J
2021-11-01T08:4585,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:4590,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:4595,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:4600,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:4605,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:4610,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:4615,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:4620,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:4625,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:4630,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:4635,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:4640,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:4645,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:4650,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:4655,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:4660,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:4665,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:4670,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:4675,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:4680,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:4685,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:4690,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:4695,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:4700,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:4705,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:4710,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:4715,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:4720,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:4725,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:4730,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:4735,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:4740,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:4745,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:4750,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:4755,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:4760,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:4765,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:4770,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:4775,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:4780,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:4785,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:4790,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:4795,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:4800,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:4805,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:4810,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:4815,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:4820,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:4825,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:4830,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:4835,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:4840,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:4845,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:4850,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:4855,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:4860,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:4865,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:4870,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:4875,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:4880,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:4885,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:4890,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:4895,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:4900,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:4905,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:4910,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:4915,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:4920,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:4925,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:4930,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:4935,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:4940,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:4945,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:4950,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:4955,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:4960,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:4965,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:4970,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:4975,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:4980,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:4985,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:4990,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:4995,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:5000,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:5005,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:5010,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:5015,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:5020,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:5025,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:5030,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:5035,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:5040,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:5045,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:5050,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:5055,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:5060,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:5065,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:5070,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:5075,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:5080,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:5085,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:5090,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:5095,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:5100,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:5105,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
2021-11-01T08:5110,8334,8276,6106,3510,10704,12342,4248,791,19613,25209
2021-11-01T08:5115,10728,10198,4059,5248,7108,17953,5236,904,25381,22997
2021-11-01T08:5120,9467,11021,4857,4072,9239,19472,6140,1474,23280,30110
2021-11-01T08:5125,7948,13111,5022,5183,8566,19730,5747,1497,24733,27795
2021-11-01T08:5130,6630,12243,5640,3962,6471,23798,5798,1050,23048,32783
2021-11-01T08:5135,6485,7408,6147,3754,5966,14602,5532,993,22045,31906
2021-11-01T08:5140,9683,11043,6451,4434,7655,19941,5619,1122,21803,30096
2021-11-01T08:5145,8982,8296,4536,5847,8638,25776,5813,1598,18483,31673
2021-11-01T08:5150,7451,13653,6164,6297,14553,20579,4870,2051,23098,44937
2021-11-01T08:5155,7137,9356,7335,3971,16813,24911,7413,1301,29835,41137
2021-11-01T08:5160,7734,14786,8195,4498,7000,22222,7153,2566,17196,36100
2021-11-01T08:5165,10458,6172,6569,3104,17607,12477,6886,764,17991,46508
2021-11-01T08:5170,7879,5456,5944,2556,15697,17303,6952,1341,24738,44726
2021-11-01T08:5175,7637,5233,6740,2951,9738,11193,6853,903,20505,32415
2021-11-01T08:5180,6678,5041,5660,2478,10783,13521,5019,1161,16136,25188
2021-11-01T08:5185,7032,7377,5321,2029,7693,9001,6548,900,26765,37035
2021-11-01T08:5190,6772,7196,5333,2673,15874,12916,5658,1115,24504,32463
2021-11-01T08:5195,9235,5453,4161,2963,16024,16410,4032,771,22675,25965
2021-11-01T08:5200,9144,6147,3698,4420,13036,13873,3858,1053,21567,36337
2021-11-01T08:5205,6148,8614,5291,3192,14379,15631,5092,1217,24623,22703
2021-11-01T08:5210,5975,8424,3875,4127,10293,15941,5114,1040,22420,23347
